no,lng,lat,sites,hotel,name
263,-87.631012,41.8868048,,N,
264,-87.6324973,41.8868081,,N,
265,-87.6354153,41.8867841,,N,
266,-87.6367645,41.8857328,,N,
267,-87.6368302,41.8844558,,N,
268,-87.6367949,41.8832056,,N,
269,-87.6367605,41.8819116,,N,
270,-87.6244667,41.8881806,,N,
271,-87.74126,41.7845734,,N,
272,-87.6297803,41.8966555,,N,
273,-87.6296811,41.8932553,,N,
274,-87.6296377,41.8916443,,N,
275,-87.629616,41.8908396,,N,
276,-87.6295984,41.8900425,,N,
277,-87.6312427,41.8966335,,N,
278,-87.631182,41.8940363,,N,
279,-87.6311632,41.8932327,,N,
280,-87.631127,41.8916211,,N,
281,-87.6310911,41.8900219,,N,
282,-87.6310728,41.8892065,,N,
283,-87.6341796,41.8955921,,N,
284,-87.6341569,41.8947921,,N,
285,-87.6341108,41.8931879,,N,
286,-87.6340775,41.8924039,,N,
287,-87.6340545,41.8915756,,N,
288,-87.634037,41.890774,,N,
289,-87.6393056,41.9329163,,N,
290,-87.6449057,41.9327975,,N,
291,-87.6240821,41.8641133,,N,
292,-87.6225675,41.8641461,,N,
293,-87.6223933,41.8641477,,N,
294,-87.6238115,41.8529321,,N,
295,-87.6348272,41.8528664,,N,
296,-87.6222289,41.85295,,N,
297,-87.6274651,41.8657529,,N,
298,-87.6203701,41.8674527,,N,
299,-87.6205664,41.8732213,,N,
300,-87.6206871,41.8783315,,N,
301,-87.620794,41.8808706,,N,
302,-87.6202067,41.8909982,,N,
303,-87.6302808,41.8601266,,N,
304,-87.6306098,41.8722524,,N,
305,-87.6291906,41.8745477,,N,
306,-87.6241376,41.8675047,,N,
307,-87.6224034,41.8658147,,N,
308,-87.622442,41.8674197,,N,
309,-87.6226756,41.8674152,,N,
310,-87.6255159,41.852915,,N,
311,-87.6258306,41.8673791,,N,
312,-87.6213677,41.8641398,,Y,Charming Museum Park Town House
313,-87.7762109,41.9384521,,N,
314,-87.7409264,41.9389195,,N,
315,-87.6836857,41.924962,,N,
316,-87.6778929,41.925026,,N,
317,-87.6777655,41.9213904,,N,
318,-87.6473605,41.8817821,,N,
319,-87.6476287,41.8911948,,N,
320,-87.6482858,41.9109275,,N,
321,-87.6638906,41.9130683,,N,
322,-87.6438138,41.8719711,,N,
323,-87.6389337,41.8576685,,N,
324,-87.6609666,41.8998297,,N,
325,-87.6849367,41.9152247,,N,
326,-87.6873358,41.9147199,,N,
327,-87.6891863,41.9179232,,N,
328,-87.6872716,41.9125709,,N,
329,-87.6772107,41.9013734,,N,
330,-87.6771632,41.8995444,,N,
331,-87.6677584,41.9106332,,N,
332,-87.6693477,41.9251388,,N,
333,-87.7023135,41.9247779,,N,
334,-87.6876447,41.924902,,N,
335,-87.7418927,41.7642983,,N,
336,-87.7411113,41.7341282,,N,
337,-87.6247437,41.7198801,,N,
338,-87.6434452,41.9110127,,N,
339,-87.6385834,41.9111641,,N,
340,-87.6332228,41.9111706,,N,
341,-87.6485234,41.9181776,,N,
342,-87.649013,41.9327246,,N,
343,-87.6494933,41.947303,,N,
344,-87.6461042,41.9182136,,N,
345,-87.6459534,41.9138684,,N,
346,-87.6458518,41.9109656,,N,
347,-87.6715494,41.9178651,,N,
348,-87.6675017,41.9179243,,N,
349,-87.6533659,41.9181054,,N,
350,-87.6436646,41.9182499,,N,
351,-87.6395629,41.9037679,,N,
352,-87.6432955,41.9064567,,N,
353,-87.648257,41.9100134,,N,
354,-87.6494974,41.9109084,,N,
355,-87.6552975,41.9150692,,N,
356,-87.6582629,41.9171973,,N,
357,-87.6596899,41.9182238,,N,
358,-87.6631679,41.9207315,,N,
359,-87.6643794,41.9216083,,N,
360,-87.6781454,41.9322779,,N,
361,-87.6525515,41.9035743,,N,
362,-87.6480864,41.9036431,,N,
363,-87.6330042,41.9038864,,N,
364,-87.6286906,41.9039455,,N,
365,-87.6268699,41.9039789,,N,
366,-87.6250152,41.9040129,,N,
367,-87.6554189,41.8962531,,N,
368,-87.6415591,41.8964922,,N,
369,-87.6371778,41.8965563,,N,
370,-87.6327926,41.8966103,,N,
371,-87.7878762,41.9973481,,N,
372,-87.7618077,41.9690906,,N,
373,-87.6605404,41.9981909,,N,
374,-87.8066371,42.011715,,N,
375,-87.8122525,42.0115804,,N,
376,-87.7857749,42.0085556,,N,
377,-87.7832218,42.0055473,,N,
378,-87.765437,41.9967047,,N,
379,-87.7562367,41.9924025,,N,
380,-87.6722301,41.9907516,,Y,Spacious & Relaxing Loft in Awesome Andersonville!
381,-87.6896692,41.9904396,,N,
382,-87.7286343,41.9901459,,N,
383,-87.7483295,41.9899578,,N,
384,-87.7657602,41.9973297,,N,
385,-87.7684538,41.9764469,,N,
386,-87.7674774,41.9677807,,N,
387,-87.7672446,41.9604844,,N,
388,-87.7488905,42.0033581,,N,
389,-87.7472149,41.9678938,,N,
390,-87.7472227,41.9665629,,N,
391,-87.744952,41.961594,,N,
392,-87.7470159,41.967415,,N,
393,-87.7474225,41.9756292,,N,
394,-87.8640817,41.988327,Hoypoloi|Erwin Pearl|Oakley|United Club|Brookstone|Devon Avenue|Dufry|The Field Museum Store|Barbara's Bookstore|Sunglass Hut|Chicagoland Skydiving Center|Vosges Haut-Chocolat|MontBlanc|InMotion Entertainment,N,
395,-87.8615978,41.9838479,,N,
396,-87.6850203,41.9632015,,N,
397,-87.6924093,41.9767698,,N,
398,-87.6930453,41.9819306,,N,
399,-87.7008424,41.9864938,,N,
400,-87.7186451,41.9972314,,N,
401,-87.6482531,41.9711077,,N,
402,-87.6526347,41.9810106,,N,
403,-87.6493668,41.9738821,,N,
404,-87.7468795,41.9388397,,N,
405,-87.7473032,41.9534183,,N,
406,-87.7475124,41.9598213,,N,
407,-87.7475684,41.9617803,,N,
408,-87.7483255,41.9972363,,N,
409,-87.6888458,41.9667542,,N,
410,-87.7355665,41.9462605,,N,
411,-87.746031,41.9050722,,N,
412,-87.7464474,41.9281928,,N,
413,-87.6880439,41.9412767,,N,
414,-87.6886857,41.961319,,N,
415,-87.681606,41.9687193,,N,
416,-87.7479841,41.9753364,,N,
417,-87.6891506,41.9758995,,N,
418,-87.6818566,41.9759934,,N,
419,-87.6517861,41.9764426,,N,
420,-87.7289068,41.9971841,,N,
421,-87.7273955,41.9463769,,N,
422,-87.728239,41.9755268,,N,
423,-87.5246188,41.6972496,,N,
424,-87.5246562,41.6917999,,N,
425,-87.7677343,41.9756834,,N,
426,-87.7663153,41.9756909,,N,
427,-87.7657816,41.9751224,,N,
428,-87.7072754,41.9263808,,N,
429,-87.7069104,41.9262203,,N,
430,-87.677105,42.0225505,ChicaGo By Boat|Chicago Private Tours,N,
431,-87.675695,42.0179129,,N,
432,-87.6718532,42.0017038,,N,
433,-87.6706113,41.9980848,,N,
434,-87.6703029,41.9956352,,N,
435,-87.6701397,41.9907967,,N,
436,-87.6698208,41.9874597,,N,
437,-87.6695757,41.9867506,,N,
438,-87.670204,41.996889,,N,
439,-87.6700929,41.9956373,,N,
440,-87.6699593,41.9917131,,N,
441,-87.6685664,41.9825583,,N,
442,-87.6674952,41.9689051,,N,
443,-87.6690637,41.9524699,,N,
444,-87.6687999,41.94243,,N,
445,-87.6701079,41.9897228,,N,
446,-87.6698743,41.9895961,,N,
447,-87.6624561,41.9851049,,N,
448,-87.6613999,41.9854188,,N,
449,-87.658072,41.9854871,,N,
450,-87.6552572,41.985541,,N,
451,-87.6603653,41.9927289,,N,
452,-87.6601903,41.9872723,,N,
453,-87.6601325,41.9854672,,N,
454,-87.6597635,41.972678,,N,
455,-87.6594172,41.968437,,N,
456,-87.6476556,41.9327455,,N,
457,-87.653863,41.932636,,N,
458,-87.6684521,41.9323999,,N,
459,-87.6807044,41.9322577,,N,
460,-87.6544906,41.9526777,,N,
461,-87.6589743,41.9398377,,N,
462,-87.659238,41.9505988,,N,
463,-87.6380877,41.940568,,N,
464,-87.6387965,41.9402676,,N,
465,-87.6443897,41.9400349,,N,
466,-87.649275,41.939973,,N,
467,-87.6541088,41.9399097,,N,
468,-87.6613963,41.9397969,,N,
469,-87.6442488,41.934258,,N,
470,-87.6519012,41.9472767,,N,
471,-87.6434496,41.9486379,,N,
472,-87.6210647,41.7136528,,N,
473,-87.5946189,41.6991825,,N,
474,-87.5913836,41.6628597,,N,
475,-87.5873817,41.6582286,,N,
476,-87.58,41.6493953,,N,
477,-87.6239453,41.717862,,N,
478,-87.6020493,41.7136146,,N,
479,-87.5963073,41.6956878,,N,
480,-87.5796846,41.6491665,,N,
481,-87.5783567,41.6400548,,N,
482,-87.6343577,41.915623,,N,
483,-87.6327964,41.9130707,,N,
484,-87.6316599,41.9111839,,N,
485,-87.6314378,41.9039084,,N,
486,-87.6313372,41.8997938,,N,
487,-87.6283201,41.899945,,N,
488,-87.6286474,41.9031867,,N,
489,-87.6271281,41.8999643,,N,
490,-87.6325227,41.887919,,N,
491,-87.6326383,41.8891808,,N,
492,-87.6327013,41.8924205,,N,
493,-87.6331964,41.912907,,N,
494,-87.6316995,41.9133062,,N,
495,-87.6284984,41.9123982,,N,
496,-87.6317098,41.9134695,,N,
497,-87.6276215,41.9153101,,N,
498,-87.6318534,41.9260012,,N,
499,-87.6306028,41.9237758,,N,
500,-87.6319332,41.9279075,,N,
501,-87.6277509,41.9122142,,N,
502,-87.6259688,41.9103688,,N,
503,-87.6257175,41.9098327,,N,
504,-87.6260506,41.9133576,,N,
505,-87.6275742,41.9155732,,N,
506,-87.6382688,41.9219678,,N,
507,-87.6486517,41.9218141,,N,
508,-87.6639064,41.9216144,,N,
509,-87.6772549,41.9213946,,N,
510,-87.6738309,41.9197058,,N,
511,-87.6778153,41.922669,,N,
512,-87.6723137,41.9214951,,N,
513,-87.6768741,41.9250341,,N,
514,-87.6781896,41.9341047,,N,
515,-87.6783492,41.9395858,,N,
516,-87.6585266,41.9271166,,N,
517,-87.6583404,41.9216764,,N,
518,-87.6582777,41.9198479,,N,
519,-87.6664135,41.9164553,,N,
520,-87.6437838,41.9218833,,N,
521,-87.6348487,41.9154793,,N,
522,-87.6534899,41.9217454,,N,
523,-87.6531496,41.9117576,,N,
524,-87.6531187,41.9108515,,N,
525,-87.6305648,41.7150321,,N,
526,-87.6619608,41.6852307,,N,
527,-87.6589171,41.6953945,,N,
528,-87.6241307,41.7204271,,N,
529,-87.6237195,41.8492892,,N,
530,-87.6235874,41.8433737,,N,
531,-87.6234422,41.8383468,,N,
532,-87.6220852,41.7800388,,N,
533,-87.6205393,41.7828905,,N,
534,-87.6204803,41.7800964,,N,
535,-87.6219165,41.8383638,,N,
536,-87.6232342,41.8390676,,N,
537,-87.6233187,41.8383486,,N,
538,-87.6222597,41.8579087,,N,
539,-87.6254173,41.8492646,,N,
540,-87.6254427,41.8481423,,N,
541,-87.6269782,41.8476077,,N,
542,-87.6174812,41.838418,,N,
543,-87.6171211,41.8297856,,N,
544,-87.6171151,41.8384235,,N,
545,-87.6208478,41.7947327,,N,
546,-87.62247,41.7947018,,N,
547,-87.6295837,41.7945712,,N,
548,-87.6156687,41.7944816,,N,
549,-87.6208335,41.7943808,,N,
550,-87.645164,41.7943269,,N,
551,-87.6536517,41.7938102,,N,
552,-87.6042959,41.8242258,,N,
553,-87.6264727,41.8273713,,N,
554,-87.6268779,41.8419534,,N,
555,-87.6264191,41.8237189,,N,
556,-87.6258895,41.8019526,,N,
557,-87.6257014,41.7946403,,N,
558,-87.6256927,41.7943005,,N,
559,-87.6260817,41.8092433,,N,
560,-87.6134858,41.8384727,,N,
561,-87.6300206,41.8382646,,N,
562,-87.6342019,41.8965891,,N,
563,-87.6884719,41.9540389,,N,
564,-87.6948549,41.953996,,N,
565,-87.7276117,41.9536496,,N,
566,-87.7682266,41.9531524,,N,
567,-87.7470719,41.9461222,,N,
568,-87.7865543,41.9529196,,N,
569,-87.766768,41.9458699,,N,
570,-87.7664889,41.9385714,,N,
571,-87.8155626,41.9450963,,N,
572,-87.8253251,41.945086,,N,
573,-87.8352176,41.9447996,,N,
574,-87.8448924,41.9374018,,N,
575,-87.8141952,41.9504829,,N,
576,-87.7940129,41.9600823,,N,
577,-87.6984737,41.9612473,,N,
578,-87.708251,41.9611949,,N,
579,-87.7278145,41.9609574,,N,
580,-87.7475382,41.9607176,,N,
581,-87.7544896,41.960636,,N,
582,-87.7573905,41.9606026,,N,
583,-87.7709086,41.9604343,,N,
584,-87.7757999,41.9603656,,N,
585,-87.7121477,41.9684214,,N,
586,-87.74379,41.9680768,,N,
587,-87.745703,41.9680562,,N,
588,-87.7477227,41.9680327,,N,
589,-87.7499133,41.9679984,,N,
590,-87.7550304,41.9679372,,N,
591,-87.7567095,41.9679165,,N,
592,-87.7607554,41.967869,,N,
593,-87.7728046,41.9677178,,N,
594,-87.7772796,41.967665,,N,
595,-87.786736,41.9674855,,N,
596,-87.7782886,41.9685305,,N,
597,-87.7772155,41.9658285,,N,
598,-87.7770242,41.9603527,,N,
599,-87.7765666,41.9475934,,N,
600,-87.7764992,41.9457741,,N,
601,-87.7868157,41.9602051,,N,
602,-87.7866931,41.9565561,,N,
603,-87.7860834,41.9392276,,N,
604,-87.7860464,41.9383146,,N,
605,-87.7859156,41.9378686,,N,
606,-87.7854326,41.9236706,,N,
607,-87.7757195,41.9238273,,N,
608,-87.7039558,41.9393718,,N,
609,-87.727246,41.9411548,,N,
610,-87.7271874,41.9390962,,N,
611,-87.7271366,41.9372698,,N,
612,-87.7268779,41.9281234,,N,
613,-87.6630348,41.8392149,,N,
614,-87.6457292,41.8161891,,N,
615,-87.677115,41.8084938,,N,
616,-87.6819863,41.8084359,,N,
617,-87.69543,41.8082693,,N,
618,-87.7075533,41.8080944,,N,
619,-87.7220927,41.8005822,,N,
620,-87.6377447,41.8462074,,N,
621,-87.7142292,41.8080066,,N,
622,-87.6924869,41.8213226,,N,
623,-87.6899494,41.8228773,,N,
624,-87.6633475,41.7936764,,N,
625,-87.6779367,41.7935071,,N,
626,-87.6840649,41.7938759,,N,
627,-87.6465658,41.8553362,,N,
628,-87.6464831,41.8472159,,N,
629,-87.6463608,41.8416654,,N,
630,-87.6462682,41.8380408,,N,
631,-87.6461047,41.8307513,,N,
632,-87.6459301,41.8234517,,N,
633,-87.6455409,41.8088816,,N,
634,-87.6453504,41.8015932,,N,
635,-87.645154,41.7939363,,N,
636,-87.6518681,41.8766033,,N,
637,-87.65693,41.8765152,,N,
638,-87.6532732,41.8718492,,N,
639,-87.6522857,41.8718668,,N,
640,-87.6395071,41.8744041,,N,
641,-87.6393618,41.8720327,,N,
642,-87.6392994,41.8697612,,N,
643,-87.6407461,41.8681956,,N,
644,-87.6408693,41.8720114,,N,
645,-87.6409208,41.8735763,,N,
646,-87.6423562,41.871991,,N,
647,-87.6436572,41.8672607,,N,
648,-87.6410477,41.8767572,,N,
649,-87.6439609,41.8767185,,N,
650,-87.6424927,41.8767364,,N,
651,-87.6472063,41.8766797,,N,
652,-87.6495276,41.8766365,,N,
653,-87.6532776,41.8671116,,N,
654,-87.6551864,41.8670795,,N,
655,-87.642529,41.8780006,,N,
656,-87.6424013,41.8735578,,N,
657,-87.6422169,41.8681766,,N,
658,-87.6570284,41.8777895,,N,
659,-87.6440049,41.8779794,,N,
660,-87.6545679,41.8778284,,N,
661,-87.6519068,41.8778702,,N,
662,-87.6507306,41.8778899,,N,
663,-87.6495697,41.8779093,,N,
664,-87.6484123,41.8779287,,N,
665,-87.6472349,41.8779467,,N,
666,-87.6292267,41.8755456,,N,
667,-87.630704,41.8756869,,N,
668,-87.6336303,41.8744776,,N,
669,-87.6275044,41.8674718,,N,
670,-87.6483572,41.8761264,,N,
671,-87.6483667,41.8766564,,N,
672,-87.6506745,41.876227,,N,
673,-87.6506859,41.8766194,,N,
674,-87.6643135,41.8776709,,N,
675,-87.6594473,41.8777514,,N,
676,-87.6594112,41.8764774,,N,
677,-87.6642784,41.8764006,,N,
678,-87.6517575,41.9753319,,N,
679,-87.651383,41.9743505,,N,
680,-87.6499072,41.970105,,N,
681,-87.6496437,41.969172,,N,
682,-87.646881,41.9619003,,N,
683,-87.6466925,41.9593602,,N,
684,-87.6464811,41.9585454,,N,
685,-87.6521464,41.9764443,,N,
686,-87.6547695,41.9636048,,N,
687,-87.6510191,41.9733793,,N,
688,-87.6597751,41.9732575,,N,
689,-87.6472419,41.969478,,N,
690,-87.6488802,41.9692668,,N,
691,-87.6496488,41.9768122,,N,
692,-87.6457966,41.9696675,,N,
693,-87.6428643,41.9667175,,N,
694,-87.6385455,41.9636734,Kayak Chicago,N,
695,-87.6464121,41.9657757,,N,
696,-87.6491887,41.9743624,,N,
697,-87.6509059,41.9760772,,N,
698,-87.6486102,41.9712176,,N,
699,-87.6475015,41.9675583,,N,
700,-87.648611,41.9654992,,N,
701,-87.6547908,41.96543,,N,
702,-87.6574694,41.9654007,,N,
703,-87.6667298,41.9652744,,N,
704,-87.6693851,41.9652393,,N,
705,-87.6790737,41.9651067,,N,
706,-87.6861053,41.9649164,,N,
707,-87.6394193,41.960039,,N,
708,-87.64803,41.9655624,,N,
709,-87.6466779,41.9639233,,N,
710,-87.6471095,41.9624236,,N,
711,-87.6466438,41.9637623,,N,
712,-87.6463059,41.9599908,,N,
713,-87.6598337,41.9752133,,N,
714,-87.6501586,41.9708655,,N,
715,-87.6543028,41.9708129,,N,
716,-87.6504279,41.9716389,,N,
717,-87.65072,41.9724859,,N,
718,-87.6550582,41.9785748,,N,
719,-87.654403,41.978583,,N,
720,-87.6550494,41.9782275,,N,
721,-87.6578685,41.9781844,,N,
722,-87.6599143,41.9781518,,N,
723,-87.6683513,41.9780196,,N,
724,-87.6697128,41.9779922,,N,
725,-87.6744083,41.9779387,,N,
726,-87.6561842,41.9654126,,N,
727,-87.6562079,41.967254,,N,
728,-87.6563751,41.9752681,,N,
729,-87.6562835,41.9715648,,N,
