start,end,length
141,50367,119.49400000000001
141,110,66.023
142,141,54.753
142,109,49.852000000000004
143,136,108.839
143,49614,28.292
144,48777,12.939
48777,144,12.939
144,43910,256.193
43910,144,256.193
144,2629,76.877
145,49606,23.987000000000002
49606,145,23.987000000000002
145,45053,357.31300000000005
45053,145,357.31300000000005
146,42510,633.0920000000001
146,150,259.67400000000004
146,50258,437.0339999999999
50258,146,437.0339999999999
147,42318,81.091
42318,147,81.091
147,1173,59.44800000000001
1173,147,59.44800000000001
147,2385,76.931
148,60,328.92499999999995
148,42496,271.20300000000003
149,44106,195.578
149,3115,91.60499999999999
150,51082,383.479
151,45897,37.293
151,3023,72.797
152,2885,160.788
153,53076,47.106
153,42475,901.9090000000001
154,43812,121.70899999999999
155,156,111.345
156,155,111.345
156,45059,192.101
45059,156,192.101
156,49606,350.526
49606,156,350.526
157,49497,101.651
157,49615,71.62
158,98,85.11100000000002
159,158,109.36399999999999
159,133,461.017
160,42494,110.23499999999999
160,1134,668.4569999999998
161,41335,163.637
161,2209,51.043
2209,161,51.043
161,312,39.803999999999995
312,161,39.803999999999995
162,49982,135.651
162,2883,172.662
163,162,169.678
165,43649,18.308
43649,165,18.308
165,472,79.866
165,166,132.421
166,165,132.421
166,473,88.696
166,167,80.822
167,166,80.822
167,2109,225.22299999999998
167,168,82.34599999999999
168,167,82.34599999999999
168,475,123.39099999999999
168,169,78.513
169,168,78.513
169,2111,173.279
169,170,82.60300000000001
170,169,82.60300000000001
170,171,118.241
171,170,118.241
170,477,157.555
171,47423,105.30999999999999
47423,171,105.30999999999999
171,478,184.13099999999997
478,171,184.13099999999997
171,172,227.69299999999998
172,171,227.69299999999998
172,173,77.548
173,172,77.548
172,480,233.72899999999998
480,172,233.72899999999998
173,174,77.396
174,173,77.396
174,175,78.382
175,174,78.382
175,1292,127.82000000000001
175,176,77.407
176,175,77.407
176,484,171.359
176,177,79.221
177,176,79.221
177,544,202.35899999999998
177,178,77.91799999999999
178,177,77.91799999999999
178,486,149.25900000000001
178,179,56.432
179,178,56.432
179,180,79.26400000000001
180,179,79.26400000000001
180,488,134.43200000000002
180,181,73.289
181,180,73.289
181,41376,97.759
41376,181,97.759
181,3164,79.305
182,41379,77.75800000000001
41379,182,77.75800000000001
182,183,108.21999999999998
183,182,108.21999999999998
182,316,196.40099999999998
183,791,82.684
791,183,82.684
183,184,141.077
184,183,141.077
183,2374,85.516
2374,183,85.516
184,185,142.92000000000002
185,184,142.92000000000002
185,3027,81.21100000000001
3027,185,81.21100000000001
185,186,197.87
186,185,197.87
186,45923,76.597
45923,186,76.597
186,187,248.614
187,186,248.614
187,1488,308.769
1488,187,308.769
187,45041,268.892
45041,187,268.892
187,323,86.893
323,187,86.893
188,189,214.63400000000001
189,3176,35.362
3176,189,35.362
189,3142,75.977
3142,189,75.977
190,191,95.02499999999999
190,2388,39.596000000000004
191,192,58.203
191,3060,37.382999999999996
3060,191,37.382999999999996
191,2023,77.853
2023,191,77.853
192,2941,33.742
192,193,90.418
193,2025,65.53999999999999
2025,193,65.53999999999999
193,2381,30.226
2381,193,30.226
194,50294,63.159
194,54675,9.822000000000001
195,196,75.15
195,2475,88.89
2475,195,88.89
196,2476,86.93900000000001
197,198,89.296
197,2478,75.213
198,199,51.67
198,2700,76.727
199,200,85.395
199,51952,66.981
51952,199,66.981
199,2067,74.90599999999999
2067,199,74.90599999999999
200,201,31.415999999999997
201,202,116.19999999999999
201,1918,59.885
202,1868,42.411
202,203,135.66400000000002
203,645,71.724
203,957,52.114
204,205,115.41
204,1144,86.009
1144,204,86.009
204,2031,222.97999999999996
2031,204,222.97999999999996
205,206,64.718
206,207,59.346000000000004
206,1353,72.322
207,604,80.252
207,53192,30.033
208,1632,79.39099999999999
208,209,136.63500000000002
209,53202,135.31
53202,209,135.31
209,210,141.333
210,46077,14.166
46077,210,14.166
210,2834,231.63800000000003
211,327,116.167
211,3038,74.049
212,211,309.291
212,683,74.53099999999999
213,212,273.814
213,1942,74.431
214,213,274.183
214,52109,74.161
215,214,277.697
215,2420,74.051
216,217,224.07700000000003
216,215,269.908
217,2349,79.56
218,55115,8.914
55115,218,8.914
218,219,74.973
219,41746,59.237
41746,219,59.237
219,2052,76.04400000000001
2052,219,76.04400000000001
219,49788,64.17599999999999
49788,219,64.17599999999999
219,55115,74.837
220,686,78.338
221,1732,83.593
222,221,273.776
222,1368,78.58200000000001
223,55007,10.15
223,1733,82.65299999999999
224,3007,78.497
224,223,270.12600000000003
225,41567,17.933
41567,225,17.933
225,2460,170.497
225,41565,163.14600000000002
41565,225,163.14600000000002
226,2418,77.69
2418,226,77.69
226,41330,145.597
41330,226,145.597
227,45677,21.836
45677,227,21.836
227,226,132.355
227,45681,89.292
228,1578,87.71
229,228,79.081
230,229,79.261
230,2754,168.74900000000002
2754,230,168.74900000000002
231,230,79.149
231,2755,203.23900000000003
2755,231,203.23900000000003
232,231,452.93600000000004
232,1828,108.089
1828,232,108.089
233,232,494.7879999999999
233,1168,132.386
233,1828,396.92
1828,233,396.92
233,2715,78.53
2715,233,78.53
234,2920,84.43199999999999
2920,234,84.43199999999999
234,53191,38.657
53191,234,38.657
235,234,77.97899999999998
235,53170,149.972
53170,235,149.972
235,924,260.209
924,235,260.209
235,1723,121.45899999999997
1723,235,121.45899999999997
236,42468,205.07899999999998
236,53170,77.18400000000001
53170,236,77.18400000000001
237,1026,86.317
237,2555,155.853
238,237,62.767
239,1126,80.059
1126,239,80.059
239,1744,79.33099999999999
1744,239,79.33099999999999
240,239,134.244
240,45922,80.341
45922,240,80.341
240,1094,53.672999999999995
1094,240,53.672999999999995
241,240,97.32
241,1094,113.154
1094,241,113.154
241,1745,83.96799999999999
1745,241,83.96799999999999
242,243,84.29799999999999
243,242,84.29799999999999
242,503,51.422
503,242,51.422
242,502,134.519
502,242,134.519
243,3034,159.621
244,1803,79.13
245,334,85.013
246,247,275.481
247,1804,79.709
248,54686,278.75
248,50214,78.07300000000001
249,1714,79.09200000000001
249,250,274.1
250,739,78.17299999999999
250,251,265.426
251,50489,19.144
251,1715,83.059
252,45997,192.345
45997,252,192.345
252,53198,85.367
53198,252,85.367
252,2493,78.432
2493,252,78.432
253,45925,7.999
45925,253,7.999
253,254,30.322
253,504,176.286
504,253,176.286
254,45936,23.33
255,45936,77.385
45936,255,77.385
255,256,78.327
256,255,78.327
256,835,243.482
256,257,78.92599999999999
257,256,78.92599999999999
257,507,228.41599999999997
257,258,85.358
258,257,85.358
258,1021,121.148
1021,258,121.148
258,1022,117.395
1022,258,117.395
258,259,209.96699999999998
259,258,209.96699999999998
259,1739,118.926
1739,259,118.926
259,2502,121.86699999999999
2502,259,121.86699999999999
259,260,176.294
260,259,176.294
260,1740,118.97900000000001
1740,260,118.97900000000001
260,261,176.672
261,260,176.672
260,2621,122.114
2621,260,122.114
261,262,131.061
262,261,131.061
261,847,118.851
847,261,118.851
261,848,122.11399999999999
848,261,122.11399999999999
262,3095,90.445
3095,262,90.445
262,263,129.415
263,262,129.415
262,1741,118.76199999999999
1741,262,118.76199999999999
263,2529,27.281
2529,263,27.281
263,3095,156.828
3095,263,156.828
264,265,78.598
265,264,78.598
264,1927,88.29100000000001
1927,264,88.29100000000001
265,49976,49.231
265,266,79.328
266,265,79.328
266,267,80.699
267,266,80.699
267,1060,83.189
267,268,151.703
268,267,151.703
268,1928,52.391
268,50258,12.056
50258,268,12.056
270,45682,18.594
45682,270,18.594
270,13278,286.1449999999999
13278,270,286.1449999999999
270,520,167.53099999999998
271,1728,235.494
271,45670,75.553
272,271,106.743
272,1727,99.025
1727,272,99.025
273,272,87.905
274,1697,78.393
274,919,218.991
275,1536,217.17600000000002
275,276,79.292
276,275,79.292
276,2888,70.685
277,635,214.65299999999996
277,50485,54.182
277,278,78.10399999999998
278,277,78.10399999999998
278,279,79.91
279,278,79.91
279,280,79.70500000000001
280,279,79.70500000000001
280,2697,215.36999999999998
280,281,79.00699999999999
281,280,79.00699999999999
281,1691,214.34300000000002
281,282,79.55999999999999
282,281,79.55999999999999
282,45919,132.267
45919,282,132.267
282,283,79.039
283,282,79.039
283,3094,215.52200000000002
283,284,79.30799999999999
284,283,79.30799999999999
284,55184,62.989
55184,284,62.989
284,285,81.148
285,284,81.148
285,2453,215.974
285,49982,68.155
49982,285,68.155
285,286,85.992
286,285,85.992
286,1529,216.717
1529,286,216.717
286,287,86.653
287,286,86.653
287,44105,178.94299999999998
44105,287,178.94299999999998
287,1822,216.804
287,288,80.064
288,287,80.064
288,42489,216.82299999999998
42489,288,216.82299999999998
288,289,81.01
289,288,81.01
289,43817,225.924
43817,289,225.924
289,653,216.25099999999998
289,290,81.148
290,289,81.148
290,52290,218.553
52290,290,218.553
290,291,80.799
291,290,80.799
291,50296,222.865
291,2609,214.97599999999997
291,292,80.12599999999999
292,291,80.12599999999999
292,293,86.85
293,292,86.85
293,294,86.38499999999999
294,293,86.38499999999999
293,3109,216.01
3109,293,216.01
293,2902,227.99900000000002
2902,293,227.99900000000002
294,1800,226.897
294,295,80.43699999999998
295,294,80.43699999999998
295,2952,216.87199999999999
295,296,80.58
296,295,80.58
296,1893,226.9
296,297,80.30000000000001
297,296,80.30000000000001
297,2728,216.936
297,298,81.176
298,297,81.176
298,1351,226.68300000000002
298,299,80.119
299,298,80.119
299,3110,216.96
299,300,87.28999999999999
300,299,87.28999999999999
300,301,85.101
301,300,85.101
300,528,225.911
528,300,225.911
300,527,217.18599999999998
527,300,217.18599999999998
301,3032,216.767
301,302,79.563
302,301,79.563
302,2526,223.911
302,303,81.927
303,302,81.927
303,1543,216.006
303,304,77.93699999999998
304,303,77.93699999999998
304,305,83.92699999999999
305,304,83.92699999999999
304,1544,296.14
305,3111,215.839
305,52370,68.485
52370,305,68.485
306,49591,27.585
306,1131,34.038
307,1830,77.30600000000001
308,307,271.69399999999996
308,2155,87.105
309,44952,18.204
309,413,80.197
310,309,105.01100000000001
310,805,78.87599999999999
805,310,78.87599999999999
310,806,87.289
806,310,87.289
311,310,157.107
311,1832,80.12899999999999
1832,311,80.12899999999999
312,2208,79.30199999999999
2208,312,79.30199999999999
313,312,140.988
313,2371,88.66499999999999
2371,313,88.66499999999999
313,3068,79.11599999999999
3068,313,79.11599999999999
314,313,133.95700000000002
314,1083,79.487
1083,314,79.487
314,1084,88.306
1084,314,88.306
315,314,118.61200000000001
315,2817,79.46000000000001
2817,315,79.46000000000001
315,2372,88.185
2372,315,88.185
316,315,89.47200000000001
316,493,91.076
493,316,91.076
316,492,85.627
492,316,85.627
317,2374,116.334
317,182,85.425
318,317,84.17500000000001
319,41381,55.547
319,41377,92.939
320,54698,85.013
54698,320,85.013
320,2374,85.81799999999998
2374,320,85.81799999999998
320,318,112.605
320,321,398.998
321,43913,103.08
322,323,224.235
322,321,250.351
323,54847,327.719
324,1876,183.79
325,324,77.263
325,50343,145.50900000000001
326,3038,138.258
327,326,78.024
328,2346,92.983
328,327,78.373
329,328,86.75399999999999
329,50354,245.001
330,1731,43.857
1731,330,43.857
330,329,87.569
330,2535,110.94
2535,330,110.94
333,688,200.68200000000002
334,333,84.465
334,1803,139.918
335,1712,200.97
335,245,85.59100000000001
336,691,79.60600000000001
336,335,82.92500000000001
338,337,85.596
338,696,81.77
339,1970,165.03799999999998
339,338,83.296
340,698,132.932
340,339,79.329
341,340,85.25899999999999
341,1971,120.655
343,1973,74.36
343,342,82.15
344,343,87.6
344,1677,50.291000000000004
1677,344,50.291000000000004
347,1978,66.09700000000001
347,346,80.484
349,1979,81.62599999999999
349,348,80.12400000000001
351,1981,88.387
351,350,80.612
352,351,77.681
353,1983,104.86
355,354,78.166
356,355,93.368
356,1390,94.55799999999999
1390,356,94.55799999999999
357,356,93.59799999999998
358,1482,97.27799999999999
358,55388,13.254999999999999
361,360,35.823
362,1250,105.859
362,361,32.628
364,2018,132.578
364,363,68.214
365,3020,127.188
365,364,10.951
366,54568,132.854
367,54360,41.757999999999996
367,45622,140.924
368,2461,163.815
368,41745,66.531
369,731,139.87
731,369,139.87
370,611,116.952
370,369,69.248
371,370,70.501
371,2946,170.00199999999998
2946,371,170.00199999999998
372,51953,76.531
373,3017,176.746
373,372,77.03200000000001
374,2479,151.77100000000002
374,373,80.04599999999999
375,374,68.025
376,2068,82.33600000000001
2068,376,82.33600000000001
376,375,33.403
377,376,70.37299999999999
377,1920,80.673
378,2914,81.18599999999999
379,955,80.50500000000001
380,2139,80.69200000000001
381,2806,80.583
382,46073,15.427
382,2745,83.619
383,2483,115.221
383,45806,90.25599999999999
384,2046,82.32000000000001
384,383,81.295
385,2484,111.09700000000001
385,384,77.429
386,2808,80.64
386,385,78.758
388,1874,122.174
1874,388,122.174
388,387,65.858
389,2485,124.17399999999999
389,388,68.943
390,2785,228.958
390,389,74.65100000000001
391,390,75.134
392,3066,195.914
392,391,79.783
393,2614,104.797
393,392,86.332
394,1611,125.504
394,393,86.44000000000001
395,2058,80.978
2058,395,80.978
395,394,92.15200000000002
395,1815,97.356
1815,395,97.356
396,918,136.941
399,45049,111.876
399,37,91.077
400,399,90.683
401,400,136.667
402,401,47.8
402,52356,19.826999999999998
403,1896,199.90699999999998
404,403,88.84900000000002
405,44949,18.574
405,404,89.772
406,405,89.14899999999999
406,45920,77.59100000000001
407,44928,20.851
407,406,90.53999999999999
408,800,234.153
800,408,234.153
408,44914,94.125
408,52404,42.57599999999999
52404,408,42.57599999999999
409,408,90.603
410,44918,20.195
410,409,85.06499999999998
411,803,158.202
411,410,82.383
412,44924,18.734
412,411,85.32000000000001
413,412,84.071
414,44915,17.446
44915,414,17.446
414,806,104.796
806,414,104.796
414,309,87.02799999999999
415,807,105.407
415,12,81.377
416,44956,18.051
416,415,80.8
417,416,79.815
417,809,107.57400000000001
418,22,81.177
418,810,114.874
419,44929,16.849
44929,419,16.849
419,811,120.85199999999999
811,419,120.85199999999999
419,418,87.444
420,419,85.675
420,812,126.85
421,44954,16.774
421,420,80.092
422,44936,18.028
422,44,79.43799999999999
423,422,81.333
423,815,127.905
424,44945,18.045
424,423,78.783
425,424,79.647
425,817,127.293
426,44958,19.236
426,425,79.792
427,426,79.418
427,44926,23.079
428,820,126.31099999999999
820,428,126.31099999999999
428,427,86.964
428,44953,22.573
44953,428,22.573
429,428,85.21200000000002
430,44942,18.258
430,429,79.465
431,823,127.398
431,430,80.171
432,44927,19.064
432,431,79.89800000000001
433,825,127.659
433,432,79.77499999999999
434,44951,19.745
434,433,79.164
435,827,126.73299999999999
435,434,80.45200000000001
436,44917,19.567
436,435,79.96199999999999
437,829,92.327
437,436,84.22500000000001
438,830,20.076
438,7,95.257
439,43883,79.279
439,2123,135.739
440,49263,18.944
49263,440,18.944
440,2124,116.774
2124,440,116.774
440,439,77.572
441,53936,135.845
441,440,82.826
442,43617,17.968
442,441,79.49399999999999
443,838,167.316
443,442,79.66100000000002
444,43619,17.707
444,443,80.302
445,50537,191.277
445,444,80.45600000000002
446,45616,85.188
447,51975,22.416
51975,447,22.416
447,2292,84.7
2292,447,84.7
447,27,169.411
448,43622,26.71
43622,448,26.71
448,53499,162.289
53499,448,162.289
448,447,81.477
449,47522,19.839
47522,449,19.839
449,1772,267.409
1772,449,267.409
449,53506,78.55
450,43624,19.957
43624,450,19.957
450,552,268.054
552,450,268.054
450,449,79.766
451,43625,20.81
43625,451,20.81
451,53503,165.74299999999997
451,53248,223.999
53248,451,223.999
452,2126,180.118
452,43627,78.307
453,47190,492.433
453,452,80.52000000000001
454,2127,193.688
454,453,78.77799999999999
455,43631,18.629
455,454,79.393
456,2128,185.27200000000002
456,455,79.231
457,43633,18.918
457,456,80.138
458,2129,145.164
458,457,78.64
459,43635,18.071
459,458,78.29
460,43636,19.594
43636,460,19.594
460,1222,135.98000000000002
1222,460,135.98000000000002
460,459,86.745
461,43637,19.91
461,460,84.543
462,2132,119.427
462,461,79.531
463,43639,19.682
463,462,79.23
464,1233,132.845
464,463,79.843
465,43641,18.616
465,464,78.635
466,465,78.596
466,2113,161.633
467,43643,20.144
467,466,79.849
468,467,79.792
468,2115,272.554
469,468,163.926
470,43646,18.234
470,469,85.773
471,2921,39.542
471,43892,53.55
472,43648,18.121
472,471,79.441
472,47425,86.071
47425,472,86.071
473,43650,18.311
473,165,79.182
474,167,106.25500000000001
474,473,78.851
475,43652,18.302
475,474,80.29299999999999
476,169,140.606
476,475,75.41699999999999
477,43654,18.307
477,476,82.31
478,43655,18.306
43655,478,18.306
478,477,95.72000000000001
479,43656,18.307
43656,479,18.307
479,478,87.28800000000001
480,43657,17.439
43657,480,17.439
480,54406,69.697
481,47419,11.365
481,47521,17.48
482,47420,40.871
47420,482,40.871
482,174,229.26899999999998
482,483,86.54999999999998
483,482,86.54999999999998
483,175,189.464
483,484,80.96499999999999
484,483,80.96499999999999
484,1077,100.50999999999999
484,485,84.106
485,484,84.106
485,177,159.138
485,486,84.13799999999999
486,485,84.13799999999999
486,2814,38.164
486,487,89.62700000000001
487,486,89.62700000000001
487,488,82.688
488,487,82.688
487,179,140.059
488,489,69.184
489,488,69.184
489,181,129.163
489,490,18.767
490,489,18.767
490,491,80.744
491,490,80.744
491,2816,121.956
491,492,80.599
492,491,80.599
492,41379,164.757
493,494,70.994
494,493,70.994
493,2372,73.854
2372,493,73.854
493,2373,84.47
2373,493,84.47
494,495,78.85499999999999
495,494,78.85499999999999
495,1770,94.724
1770,495,94.724
495,496,74.03399999999999
496,495,74.03399999999999
496,3033,85.011
3033,496,85.011
496,2819,105.485
2819,496,105.485
496,497,80.086
497,496,80.086
497,2820,116.39099999999999
497,498,56.037
498,497,56.037
498,2517,84.929
2517,498,84.929
498,499,114.12400000000001
499,498,114.12400000000001
499,1487,86.886
1487,499,86.886
499,500,135.039
500,499,135.039
500,2874,84.927
500,501,138.053
501,500,138.053
501,3034,83.41499999999999
3034,501,83.41499999999999
501,502,26.086
502,501,26.086
502,3000,106.97800000000001
3000,502,106.97800000000001
503,54592,95.214
54592,503,95.214
504,2325,180.48499999999999
2325,504,180.48499999999999
505,836,160.66699999999997
505,506,169.65699999999998
506,505,169.65699999999998
505,45935,91.91999999999999
45935,505,91.91999999999999
506,836,130.555
506,507,81.518
507,506,81.518
507,43912,33.574
43912,507,33.574
508,2088,97.948
508,509,129.885
509,508,129.885
508,43912,52.568
43912,508,52.568
509,1995,141.231
509,510,80.693
510,509,80.693
510,1739,119.899
1739,510,119.899
510,511,176.37900000000002
511,510,176.37900000000002
510,2503,98.417
2503,510,98.417
511,1740,117.704
1740,511,117.704
511,2983,99.064
2983,511,99.064
512,847,117.052
847,512,117.052
512,846,98.618
846,512,98.618
512,513,131.2
513,512,131.2
513,2984,108.988
2984,513,108.988
513,50654,22.924999999999997
50654,513,22.924999999999997
513,1741,104.245
1741,513,104.245
514,2810,190.88400000000001
514,515,92.843
515,514,92.843
514,50654,85.6
50654,514,85.6
515,516,86.43299999999999
516,515,86.43299999999999
516,628,101.754
516,517,96.467
517,516,96.467
517,3049,66.14699999999999
3049,517,66.14699999999999
517,518,85.92399999999999
518,517,85.92399999999999
518,45680,54.246
45680,518,54.246
518,2592,42.403
2592,518,42.403
519,227,81.48299999999999
520,45672,11.51
45672,520,11.51
520,45502,186.323
521,2794,86.68299999999999
522,44076,144.94599999999997
44076,522,144.94599999999997
522,2568,85.66300000000001
523,44076,17.31
44076,523,17.31
523,3031,85.677
523,524,147.66
524,523,147.66
524,525,154.927
525,524,154.927
524,2674,87.31200000000001
525,526,215.61599999999999
526,525,215.61599999999999
525,2859,85.05799999999999
526,527,228.24599999999998
527,526,228.24599999999998
526,2264,87.47999999999999
527,3032,84.498
528,2905,85.67999999999999
2905,528,85.67999999999999
528,2904,87.606
2904,528,87.606
529,190,49.665
530,52467,87.269
531,532,310.553
531,1857,81.265
532,533,273.11199999999997
532,678,87.862
533,534,211.924
533,1858,80.7
534,970,77.073
534,969,74.912
969,534,74.912
535,970,37.843999999999994
536,52406,68.153
52406,536,68.153
536,1521,129.925
537,1521,69.152
537,536,139.035
538,3035,88.801
3035,538,88.801
538,831,81.753
831,538,81.753
539,832,84.398
540,541,139.25
540,2205,79.751
2205,540,79.751
541,542,134.05700000000002
541,3050,82.601
3050,541,82.601
541,3075,80.678
3075,541,80.678
542,543,116.679
542,1078,82.683
1078,542,82.683
542,1077,80.776
1077,542,80.776
543,485,12.31
543,2814,82.382
544,2828,104.911
545,546,25.882
545,45060,52.162
546,48314,56.30799999999999
547,1161,81.377
1161,547,81.377
547,1162,142.302
548,2588,155.69199999999998
2588,548,155.69199999999998
548,1773,82.023
549,548,302.279
549,1186,77.938
550,46792,15.288
550,1775,80.28999999999999
551,550,266.128
551,1188,79.663
1188,551,79.663
551,1407,81.69399999999999
1407,551,81.69399999999999
552,1185,80.124
1185,552,80.124
552,1772,77.40599999999999
1772,552,77.40599999999999
553,2355,157.05399999999997
553,1295,78.369
554,2118,81.144
554,824,173.343
555,2811,72.98999999999998
555,556,125.66499999999999
556,638,69.44500000000001
556,557,117.792
557,558,161.672
558,557,161.672
557,639,69.767
558,41575,28.598
41575,558,28.598
