start,end,length
195,12057,35.561
12057,195,35.561
196,10604,75.858
10604,196,75.858
197,18890,219.214
198,5077,243.629
5077,198,243.629
198,20185,286.506
199,22528,40.829
22528,199,40.829
199,200,66.05799999999999
200,199,66.05799999999999
199,347,189.464
347,199,189.464
200,201,74.684
201,200,74.684
200,22526,127.104
22526,200,127.104
201,20744,7.31
20744,201,7.31
201,20745,125.285
20745,201,125.285
203,1384,358.98599999999993
1384,203,358.98599999999993
203,15779,231.317
15779,203,231.317
203,13906,512.9019999999999
204,205,20.832
205,204,20.832
204,20326,10.798
20326,204,10.798
205,206,97.96199999999999
206,205,97.96199999999999
206,207,34.805
207,206,34.805
207,20322,63.117
20322,207,63.117
208,19355,395.591
208,305,176.244
209,210,89.477
210,209,89.477
209,16403,144.935
16403,209,144.935
209,14953,186.072
14953,209,186.072
211,19008,59.425
19008,211,59.425
211,5363,50.818
5363,211,50.818
211,19004,297.498
212,213,29.064
213,212,29.064
212,4908,120.62
4908,212,120.62
212,2737,119.85099999999998
2737,212,119.85099999999998
214,2146,61.734
2146,214,61.734
215,19036,473.07300000000004
215,18973,984.1980000000001
216,19033,52.293
19033,216,52.293
216,19035,63.602
217,5097,343.0929999999999
5097,217,343.0929999999999
218,15546,173.02499999999998
15546,218,173.02499999999998
219,22920,129.623
22920,219,129.623
219,1103,121.77799999999999
1103,219,121.77799999999999
220,19634,30.62
19634,220,30.62
220,9506,22.95
9506,220,22.95
220,11673,401.05400000000003
11673,220,401.05400000000003
221,5869,213.639
5869,221,213.639
221,24142,484.984
24142,221,484.984
221,21368,335.28
21368,221,335.28
222,289,10.177
289,222,10.177
222,21623,8.063
21623,222,8.063
222,19525,455.97200000000004
223,7912,51.308
7912,223,51.308
224,16309,50.698
16309,224,50.698
225,22873,63.151
22873,225,63.151
226,227,35.043
227,226,35.043
226,7707,77.992
7707,226,77.992
226,14289,21.143
14289,226,21.143
227,1382,20.356
1382,227,20.356
227,1381,50.939
1381,227,50.939
228,22546,368.37100000000004
228,18692,280.695
229,1361,178.214
1361,229,178.214
229,1360,223.637
1360,229,223.637
229,2153,88.04
2153,229,88.04
230,6454,43.628
6454,230,43.628
230,324,61.057
324,230,61.057
230,18896,561.716
231,18887,424.807
231,18705,699.278
232,2731,69.816
2731,232,69.816
232,19168,261.86
232,349,135.30700000000002
349,232,135.30700000000002
233,234,60.88
233,24075,8.703
234,24076,8.064
24076,234,8.064
234,235,86.181
235,234,86.181
236,15052,359.985
15052,236,359.985
236,237,700.562
237,236,700.562
236,24076,372.735
24076,236,372.735
238,239,47.487
239,238,47.487
238,18070,78.254
18070,238,78.254
238,16347,124.062
16347,238,124.062
239,18070,57.358
18070,239,57.358
239,16348,198.567
16348,239,198.567
240,241,343.7349999999999
240,19433,272.478
241,19431,116.75699999999999
241,19437,251.501
242,2423,102.192
243,10902,247.855
10902,243,247.855
243,21239,23.314
21239,243,23.314
243,2927,191.93200000000002
2927,243,191.93200000000002
244,21228,53.939
21228,244,53.939
244,13326,56.47
13326,244,56.47
244,245,48.206
245,244,48.206
246,18971,655.472
247,248,56.873
248,247,56.873
247,249,189.38600000000002
249,247,189.38600000000002
247,12064,184.667
12064,247,184.667
248,23798,104.57699999999998
23798,248,104.57699999999998
248,430,127.281
430,248,127.281
249,250,32.261
250,249,32.261
249,8893,76.23400000000001
8893,249,76.23400000000001
249,10329,390.13300000000004
10329,249,390.13300000000004
250,430,79.2
430,250,79.2
250,16894,95.041
16894,250,95.041
251,22904,248.49899999999997
22904,251,248.49899999999997
251,12438,120.068
12438,251,120.068
251,12440,180.298
12440,251,180.298
252,253,40.83
253,252,40.83
252,257,50.487
257,252,50.487
252,292,134.873
292,252,134.873
253,254,32.377
254,253,32.377
253,292,107.164
292,253,107.164
254,255,11.4
255,254,11.4
254,258,27.634
258,254,27.634
255,21100,18.297
21100,255,18.297
255,293,119.789
293,255,119.789
256,23666,21.204
23666,256,21.204
256,3801,62.991
3801,256,62.991
256,21100,33.013
21100,256,33.013
256,293,146.696
293,256,146.696
257,258,44.304
258,257,44.304
259,23936,492.6209999999999
259,4494,133.44899999999998
260,261,39.243
261,260,39.243
260,16861,90.971
16861,260,90.971
260,262,90.972
262,260,90.972
262,263,37.823
263,262,37.823
262,16968,89.454
16968,262,89.454
264,23644,210.353
265,18979,526.051
265,264,538.529
266,267,163.74599999999998
266,326,392.148
326,266,392.148
267,294,286.748
267,19598,221.98899999999998
268,20673,46.51
20673,268,46.51
269,19566,87.239
19566,269,87.239
269,2402,286.534
2402,269,286.534
269,2401,97.29599999999999
2401,269,97.29599999999999
270,2315,117.44200000000001
2315,270,117.44200000000001
270,6799,145.396
6799,270,145.396
271,311,191.7
311,271,191.7
272,22868,11.91
22868,272,11.91
272,23629,165.256
23629,272,165.256
273,22867,4.598
22867,273,4.598
273,272,71.92699999999999
273,1719,123.978
1719,273,123.978
274,18877,291.504
274,319,115.80799999999999
319,274,115.80799999999999
274,21644,41.891000000000005
21644,274,41.891000000000005
275,21175,56.730000000000004
275,21177,111.58500000000001
276,182,1745.0520000000001
277,19080,8.082
19080,277,8.082
277,18968,266.82
277,3977,69.404
3977,277,69.404
278,323,235.05399999999995
278,363,273.59999999999997
279,11116,326.79699999999997
11116,279,326.79699999999997
279,17700,110.83500000000001
17700,279,110.83500000000001
279,2659,319.42999999999995
2659,279,319.42999999999995
279,15351,284.913
15351,279,284.913
280,18847,124.899
18847,280,124.899
280,18849,367.28600000000006
281,2149,57.111
2149,281,57.111
282,288,21.682
288,282,21.682
282,287,158.223
287,282,158.223
283,4977,88.978
4977,283,88.978
283,284,164.53300000000002
284,283,164.53300000000002
283,4978,97.62700000000001
4978,283,97.62700000000001
284,14083,94.077
14083,284,94.077
284,8454,90.475
8454,284,90.475
285,19303,286.272
285,21473,282.789
286,19231,626.3870000000001
286,328,365.898
287,289,158.35
289,287,158.35
288,18729,320.072
288,19652,252.988
19652,288,252.988
290,291,75.23
291,290,75.23
290,1823,120.095
1823,290,120.095
291,18673,88.494
18673,291,88.494
292,293,40.182
293,292,40.182
294,295,192.018
294,15933,255.042
15933,294,255.042
295,266,242.522
296,1021,60.215
296,18985,263.74899999999997
297,153,62.398
298,18892,612.855
298,231,659.414
299,19404,320.788
299,301,521.8389999999999
300,19404,10.652
19404,300,10.652
300,301,210.235
300,15453,90.208
15453,300,90.208
301,98,532.8059999999999
302,303,37.868
303,302,37.868
302,21105,56.352
21105,302,56.352
302,1247,187.31399999999996
1247,302,187.31399999999996
303,21107,66.227
303,1247,167.751
1247,303,167.751
304,13875,77.71
13875,304,77.71
304,19167,258.377
304,22886,39.989000000000004
305,2421,277.035
306,22481,59.309
22481,306,59.309
306,17353,172.70299999999997
17353,306,172.70299999999997
306,20873,162.94799999999998
20873,306,162.94799999999998
307,22033,239.94600000000003
22033,307,239.94600000000003
308,309,41.085
308,10168,137.668
10168,308,137.668
308,22846,19.232
22846,308,19.232
309,20368,16.223
20368,309,16.223
309,1406,20.442
1406,309,20.442
310,351,60.928
351,310,60.928
310,18996,197.72400000000002
310,7791,119.564
7791,310,119.564
311,312,47.758
312,311,47.758
311,22868,3.533
22868,311,3.533
313,1190,119.037
1190,313,119.037
313,4723,139.294
4723,313,139.294
313,1189,236.27900000000002
1189,313,236.27900000000002
314,276,285.60900000000004
315,18981,69.11
315,21165,130.565
316,317,33.721
317,316,33.721
317,5898,222.40599999999998
5898,317,222.40599999999998
317,17765,430.958
17765,317,430.958
318,22829,46.493
22829,318,46.493
318,19484,227.891
318,4839,560.8050000000001
4839,318,560.8050000000001
319,18877,678.715
319,10191,92.132
10191,319,92.132
320,22659,178.653
22659,320,178.653
320,17141,105.869
17141,320,105.869
320,5463,162.94899999999998
5463,320,162.94899999999998
321,21714,18.179
21714,321,18.179
321,11318,365.25000000000006
11318,321,599.6250000000001
322,3976,72.156
3976,322,72.156
322,362,90.08500000000001
362,322,90.08500000000001
323,364,19.214
364,323,19.214
323,365,64.769
365,323,64.769
324,18847,118.932
18847,324,118.932
325,19008,77.116
19008,325,77.116
325,19009,304.684
325,19148,111.647
19148,325,111.647
326,327,302.10799999999995
326,7821,195.70999999999998
7821,326,195.70999999999998
327,326,345.077
327,7459,276.625
7459,327,276.625
328,114,91.122
329,328,408.55199999999996
329,18984,443.832
330,331,253.454
331,330,253.454
330,19362,314.214
331,12483,75.01
12483,331,75.01
331,19364,406.191
332,22070,435.93100000000004
22070,332,435.93100000000004
332,16421,827.6270000000001
16421,332,827.6270000000001
333,22070,577.5719999999999
22070,333,577.5719999999999
334,12066,143.565
12066,334,143.565
334,22501,132.902
22501,334,132.902
334,6481,91.707
6481,334,91.707
335,22500,119.476
22500,335,119.476
335,9842,110.101
9842,335,110.101
335,12066,69.67
12066,335,69.67
336,17769,15.385
17769,336,15.385
336,19251,557.3469999999999
336,17770,87.30799999999999
17770,336,87.30799999999999
337,21474,25.192
337,19302,322.509
338,339,58.339
339,338,58.339
338,13416,80.864
13416,338,80.864
339,17904,8.788
17904,339,8.788
339,20626,43.607
20626,339,43.607
340,341,443.396
340,18901,344.705
341,16767,97.621
342,1730,328.235
1730,342,328.235
342,5739,358.62699999999995
5739,342,358.62699999999995
342,21671,113.612
343,24126,27.868
343,21625,57.24
21625,343,57.24
343,21668,26.422
21668,343,26.422
344,19062,241.45399999999998
19062,344,241.45399999999998
344,19826,365.326
19826,344,365.326
344,16579,82.726
16579,344,82.726
345,5106,79.817
5106,345,79.817
345,346,147.178
346,345,147.178
345,22187,119.63
22187,345,119.63
347,22526,71.38
22526,347,71.38
347,22527,43.021
22527,347,43.021
348,20744,453.21999999999997
20744,348,453.21999999999997
348,20745,53.678
20745,348,53.678
348,16129,74.136
16129,348,74.136
349,11483,122.156
11483,349,122.156
349,2155,225.007
350,18783,141.181
350,18785,86.584
18785,350,86.584
350,6261,234.932
6261,350,234.932
351,18996,431.5019999999999
351,23897,141.177
23897,351,141.177
352,18780,81.037
18780,352,81.037
352,18782,118.601
352,6373,126.621
6373,352,126.621
353,358,11.639
358,353,11.639
353,11357,64.082
11357,353,64.082
354,353,79.729
354,8202,94.948
8202,354,94.948
355,16533,235.24
16533,355,235.24
355,354,138.346
355,15610,287.43899999999996
15610,355,287.43899999999996
356,355,75.28
356,5461,232.23
5461,356,232.23
357,356,77.522
357,8190,230.646
8190,357,230.646
358,11358,26.959
11358,358,26.959
358,357,59.095
358,15609,309.128
15609,358,309.128
359,4724,89.335
4724,359,89.335
359,13614,128.978
13614,359,128.978
360,1321,98.87
1321,360,98.87
360,361,74.68799999999999
361,360,74.68799999999999
360,1320,131.214
1320,360,131.214
361,18128,36.494
18128,361,36.494
361,16453,154.06499999999997
16453,361,154.06499999999997
362,364,74.793
364,362,74.793
363,19077,206.299
363,362,320.951
364,19081,77.333
365,13216,350.13
13216,365,350.13
365,19081,121.50200000000001
366,18273,141.943
366,19417,197.973
367,19409,47.021
368,369,32.037
369,368,32.037
368,3823,110.949
3823,368,110.949
368,9838,196.841
9838,368,196.841
368,14002,240.35899999999998
14002,368,240.35899999999998
370,19690,7.512
370,19442,100.634
371,18978,214.915
372,373,42.61
373,372,42.61
372,374,85.329
374,372,85.329
372,5229,209.273
5229,372,209.273
372,5226,62.885999999999996
5226,372,62.885999999999996
374,375,41.99
375,374,41.99
374,376,86.403
376,374,86.403
376,377,42.042
377,376,42.042
376,16607,202.088
16607,376,202.088
378,6615,357.135
6615,378,357.135
378,2400,308.21099999999996
2400,378,308.21099999999996
378,2399,230.545
2399,378,230.545
379,380,55.853
380,379,55.853
379,6811,339.175
6811,379,339.175
379,9501,148.868
9501,379,148.868
380,16628,30.754
16628,380,30.754
380,7262,30.178
7262,380,30.178
381,382,38.039
382,381,38.039
381,10328,46.632
10328,381,46.632
383,19384,210.338
383,13093,385.604
13093,383,385.604
383,19389,341.66799999999995
19389,383,341.66799999999995
383,6299,319.339
6299,383,319.339
384,385,62.9
385,384,62.9
384,22493,8.625
22493,384,8.625
384,14296,57.926
14296,384,57.926
385,7085,42.294
7085,385,42.294
385,7084,41.87
7084,385,41.87
386,23706,22.86
23706,386,22.86
386,23707,74.607
23707,386,74.607
386,387,137.855
387,386,137.855
387,19619,24.206
19619,387,24.206
387,19617,315.347
388,7401,57.907
7401,388,57.907
389,18902,133.354
18902,389,133.354
389,390,187.32600000000002
389,12217,75.972
12217,389,75.972
390,18901,426.855
391,14479,97.146
14479,391,97.146
391,392,20.915
392,391,20.915
391,14471,34.487
14471,391,34.487
392,21575,106.45
21575,392,106.45
392,11810,91.583
11810,392,91.583
393,24247,76.25999999999999
24247,393,76.25999999999999
393,24245,25.774
394,395,136.754
395,394,136.754
394,24247,43.644999999999996
24247,394,43.644999999999996
395,19372,222.35399999999998
19372,395,222.35399999999998
395,15255,160.071
15255,395,160.071
396,22874,360.524
22874,396,360.524
396,5035,170.587
5035,396,170.587
396,15886,90.874
15886,396,90.874
397,398,44.275999999999996
398,397,44.275999999999996
397,17850,32.245999999999995
17850,397,32.245999999999995
397,4663,55.253
4663,397,55.253
398,14899,49.282
14899,398,49.282
398,13592,72.00899999999999
13592,398,72.00899999999999
399,21708,171.04000000000002
21708,399,171.04000000000002
399,21709,102.959
21709,399,102.959
399,6519,195.63
6519,399,195.63
400,401,47.785
401,400,47.785
400,7383,103.326
7383,400,103.326
400,7382,92.497
7382,400,92.497
402,6401,60.757
6401,402,60.757
402,6800,114.111
