id,lng,lat,depth,order
8114,-87.5956955,41.7605148,2,9455
8115,-87.7091119,41.684938,1,316
8116,-87.6568441,41.8392902,12,30500
8117,-87.6607654,41.8431707,4,19907
8118,-87.6086655,41.6446066,3,10908
8119,-87.7742387,41.9902027,3,13946
8120,-87.7715995,41.898412,1,9197
8121,-87.771662,41.9002291,5,25192
8122,-87.7717217,41.902055,8,27959
8123,-87.7717829,41.9038607,1,12608
8124,-87.7718467,41.9056845,11,29877
8125,-87.7719096,41.9074874,2,22976
8126,-87.7731166,41.9530903,1,8076
8127,-87.7731809,41.9549307,2,16153
8128,-87.7732386,41.956749,1,9584
8129,-87.7732874,41.9585778,6,27343
8130,-87.7733548,41.9604002,1,12609
8131,-87.7734155,41.9622687,8,29068
8132,-87.7734733,41.9640542,1,6669
8133,-87.7744951,41.9785827,1,8546
8134,-87.7744446,41.981108,2,12610
8135,-87.7718551,41.9179705,2,13947
8136,-87.7719157,41.9198836,8,28532
8137,-87.7721817,41.9275371,6,27227
8138,-87.772244,41.929362,1,17079
8139,-87.7723068,41.9311991,24,31746
8140,-87.7723688,41.93301,3,21812
8141,-87.7724935,41.9366658,19,31468
8142,-87.7746473,41.9702885,3,20926
8143,-87.7746101,41.9722112,17,31307
8144,-87.7745258,41.9765693,1,5522
8145,-87.7715258,41.9111297,1,16154
8146,-87.7715567,41.912591,3,23627
8147,-87.7715742,41.9129473,4,23925
8148,-87.7716319,41.9142896,2,10909
8149,-87.7716457,41.9147455,1,317
8150,-87.818952,41.9378892,1,8077
8151,-87.8287663,41.937702,2,12611
8152,-87.8288318,41.9393698,6,26289
8153,-87.8289748,41.9430114,1,8078
8154,-87.8289827,41.9434086,11,29878
8155,-87.8290432,41.9449707,15,30761
8156,-87.8291343,41.9467774,1,10910
8157,-87.8292132,41.9486007,4,24960
8158,-87.8292904,41.9504128,8,27554
8159,-87.5919454,41.8078819,2,16155
8160,-87.5918805,41.8042435,2,10911
8161,-87.5918436,41.8024323,10,29542
8162,-87.5918244,41.8009647,1,12612
8163,-87.5917842,41.7995073,7,27960
8164,-87.5917554,41.7980366,4,21399
8165,-87.5917197,41.7965656,1,8854
8166,-87.5916902,41.7955011,1,6940
8167,-87.5906181,41.7514352,1,8079
8168,-87.5905295,41.7477911,1,17918
8169,-87.5904851,41.7459629,3,23926
8170,-87.5904409,41.7441446,12,30451
8171,-87.5903964,41.7423158,1,7657
8172,-87.5903521,41.7404942,4,24961
8173,-87.5903081,41.7386813,1,6131
8174,-87.5905262,41.7350307,6,26430
8175,-87.5904958,41.7332163,4,23296
8176,-87.5904848,41.7322937,3,19908
8177,-87.5904491,41.7313828,2,8316
8178,-87.5911685,41.7732918,2,17080
8179,-87.5911197,41.7714668,6,27228
8180,-87.5910739,41.7696402,1,10912
8181,-87.5910514,41.7687424,2,17919
8182,-87.5909578,41.7651177,1,5364
8183,-87.590934,41.764202,3,21400
8184,-87.5908864,41.7623731,4,23927
8185,-87.5907914,41.7587256,1,13948
8186,-87.592096,41.7751072,1,10913
8187,-87.5916963,41.7769125,4,23628
8188,-87.5914472,41.7787666,6,25766
8189,-87.5913559,41.7742087,1,7658
8190,-87.5911725,41.7751324,3,17920
8191,-87.5916684,41.7947624,1,6132
8192,-87.5916378,41.7933179,3,19909
8193,-87.5915991,41.7914905,14,30922
8194,-87.5915121,41.7878569,3,18682
8195,-87.5914978,41.78728,2,16156
8196,-87.5914798,41.786565,13,30674
8197,-87.5914665,41.7860855,7,28457
8198,-87.5914335,41.7842096,5,23629
8199,-87.5914067,41.783292,1,2516
8200,-87.5913898,41.7823868,3,17081
8201,-87.5913549,41.7814827,2,10021
8202,-87.5915249,41.780569,17,31270
8203,-87.590554,41.7191852,1,6941
8204,-87.5905255,41.7183002,3,20927
8205,-87.5904992,41.7174806,1,10914
8206,-87.590447,41.7158569,2,12613
8207,-87.7808997,41.9801693,4,24478
8208,-87.7822406,41.9809393,1,6133
8209,-87.7835278,41.9816472,5,24962
8210,-87.7853338,41.9820749,1,6942
8211,-87.7877467,41.9820607,18,31395
8212,-87.7075565,41.9385521,2,17082
8213,-87.6740335,41.919493,1,10915
8214,-87.7864936,41.9842876,2,10916
8215,-87.7876887,41.9849792,5,26581
8216,-87.7895237,41.9859876,1,12614
8217,-87.7907102,41.9866707,4,22977
8218,-87.7946691,41.9888961,2,16157
8219,-87.797096,41.9902755,1,6134
8220,-87.7987822,41.9912428,8,29197
8221,-87.7997638,41.991824,3,23297
8222,-87.799499,41.991273,1,6943
8223,-87.8183132,42.0023035,1,318
8224,-87.8191685,42.0027874,2,3086
8225,-87.8213345,42.0040391,5,22978
8226,-87.753806,41.9658267,1,6944
8227,-87.7550408,41.9665268,5,24212
8228,-87.7562876,41.9672338,1,10917
8229,-87.7574506,41.9679074,9,29303
8230,-87.759701,41.9692164,1,12615
8231,-87.7181565,41.9449894,7,28674
8232,-87.7185506,41.9455845,1,12616
8233,-87.7224881,41.9480337,1,5523
8234,-87.7236527,41.9486934,5,25767
8235,-87.7249915,41.9494539,1,5524
8236,-87.7260525,41.9500539,2,12617
8237,-87.7275223,41.950904,14,30876
8238,-87.7291679,41.9518491,2,15129
8239,-87.7308047,41.9527593,1,3087
8240,-87.7125871,41.9424209,3,20928
8241,-87.7050775,41.9369984,1,8855
8242,-87.8011377,41.9925794,1,8547
8243,-87.8032236,41.9937671,2,17083
8244,-87.8056122,41.9951074,1,10918
8245,-87.8061242,41.9953949,5,26431
8246,-87.7721417,41.9751021,1,3088
8247,-87.807369,41.9954153,1,6945
8248,-87.8089614,41.9963098,2,13949
8249,-87.8103241,41.9971046,1,8548
8250,-87.8120027,41.9980435,1,10919
8251,-87.8130999,41.9986603,6,25943
8252,-87.8157724,42.0001627,1,6946
8253,-87.8177183,42.0012566,13,30727
8254,-87.8186745,42.0018119,1,2517
8255,-87.6927037,41.929722,2,15130
8256,-87.829552,41.9739831,1,6670
8257,-87.7267096,41.8332402,2,4393
8258,-87.7279107,41.8332176,1,2387
8259,-87.7327691,41.8331598,1,319
8260,-87.6643693,41.8341897,2,12618
8261,-87.6657124,41.8341817,5,24213
8262,-87.6704742,41.8341048,7,27658
8263,-87.675374,41.834042,15,31152
8264,-87.6766056,41.8340271,1,2900
8265,-87.6778437,41.8340121,7,27659
8266,-87.6790491,41.8339975,1,10022
8267,-87.6802701,41.8339827,5,23928
8268,-87.6814861,41.833968,1,10920
8269,-87.6827038,41.8339514,8,28822
8270,-87.683806,41.8339399,1,12619
8271,-87.7169288,41.8334133,1,6135
8272,-87.7181638,41.8334032,4,19910
8273,-87.7193815,41.8333632,1,2901
8274,-87.7205976,41.8333435,2,8780
8275,-87.7218317,41.8333296,1,4394
8276,-87.7230373,41.8333161,3,15131
8277,-87.7242743,41.8333022,1,10921
8278,-87.6461956,41.834832,1,8080
8279,-87.6471805,41.834817,3,21813
8280,-87.6486313,41.8348028,2,20929
8281,-87.6510681,41.834766,2,17084
8282,-87.6559215,41.8342892,1,12620
8283,-87.6315933,41.834597,2,19321
8284,-87.6328016,41.8345787,3,22979
8285,-87.6358866,41.834532,4,24479
8286,-87.6376584,41.8345029,1,6136
8287,-87.6388851,41.8344884,2,10922
8288,-87.6401107,41.834474,3,15132
8289,-87.6425442,41.8344453,1,10923
8290,-87.6437514,41.834431,12,30523
8291,-87.6461832,41.8344023,11,30538
8292,-87.8312312,41.937655,1,9198
8293,-87.8313126,41.9393207,2,17085
8294,-87.8314289,41.942242,8,28533
8295,-87.8314525,41.9429613,1,8856
8296,-87.8315158,41.9448998,13,30148
8297,-87.8315876,41.9467121,1,15133
8298,-87.8316598,41.948534,2,20422
8299,-87.8317317,41.9503491,9,28603
8300,-87.8318039,41.9521708,1,10924
8301,-87.8318131,41.9539886,3,21401
8302,-87.6449366,41.8560295,2,17086
8303,-87.6465866,41.8559969,1,10023
8304,-87.6482352,41.8560149,1,7659
8305,-87.6498909,41.8559875,2,8857
8306,-87.6531555,41.8559448,1,6671
8307,-87.6547853,41.8559283,2,16158
8308,-87.6563669,41.8559105,1,8473
8309,-87.7047799,41.7935108,1,10925
8310,-87.7060061,41.7934892,3,20423
8311,-87.707238,41.7934675,1,16159
8312,-87.7084589,41.7934459,9,29543
8313,-87.7170394,41.7933043,1,5525
8314,-87.7194927,41.7932698,1,8081
8315,-87.7219247,41.7932282,1,9199
8316,-87.7243878,41.7932002,3,19911
8317,-87.7256104,41.7931885,1,10926
8318,-87.7268404,41.7931767,6,27106
8319,-87.7280638,41.7931659,1,16160
8320,-87.7292943,41.7931482,14,30975
8321,-87.7305211,41.7931348,18,31418
8322,-87.7317265,41.7931226,1,12621
8323,-87.734199,41.7931071,1,10927
8324,-87.7671857,41.7926406,24,31727
8325,-87.772069,41.7925404,3,22611
8326,-87.7732762,41.7925175,4,24480
8327,-87.7744895,41.7924944,12,30389
8328,-87.7757171,41.7924696,1,8082
8329,-87.7769436,41.7924447,4,24723
8330,-87.7781436,41.7924204,1,13950
8331,-87.7793581,41.7923958,5,25385
8332,-87.7805783,41.7923327,2,12622
8333,-87.7818037,41.7923443,20,31441
8334,-87.7204052,41.8744482,3,21814
8335,-87.7202787,41.8716911,3,20930
8336,-87.7201974,41.8689643,3,20424
8337,-87.7201606,41.8680469,2,19322
8338,-87.7201217,41.8671391,1,6137
8339,-87.7200936,41.8662376,29,31955
8340,-87.7200337,41.8644033,1,10928
8341,-87.7199877,41.8630349,10,29920
8342,-87.7194515,41.8630426,1,6947
8343,-87.7194935,41.8644101,7,28129
8344,-87.7195591,41.8662446,2,20931
8345,-87.719584,41.8671491,1,6138
8346,-87.7196041,41.8680549,5,24963
8347,-87.7196387,41.8689781,1,12623
8348,-87.7197416,41.8717196,2,18683
8349,-87.7198006,41.8744611,56,32111
8350,-87.6631481,42.0004138,4,21815
8351,-87.663468,42.000411,2,13951
8352,-87.6643574,42.0004034,1,6139
8353,-87.6655817,42.0003929,8,28753
8354,-87.6655722,41.999968,1,8083
8355,-87.6668014,41.999959,2,15134
8356,-87.6680269,41.9999501,4,22612
8357,-87.6704352,41.9999439,9,29008
8358,-87.6712342,41.9999407,1,9200
8359,-87.6802005,41.9996995,1,8084
8360,-87.6826225,41.9996615,2,12624
8361,-87.6850503,41.9996234,2,15135
8362,-87.6862723,41.9996043,4,23630
8363,-87.6899374,41.9995468,13,30860
8364,-87.6948039,41.9994644,18,31396
8365,-87.6972446,41.9994231,3,21402
8366,-87.6996768,41.9993819,5,25604
8367,-87.7009107,41.999361,1,10929
8368,-87.7021104,41.9993407,10,29304
8369,-87.7033287,41.9993197,1,12625
8370,-87.7045655,41.9992988,2,17087
8371,-87.7070116,41.9992576,5,25944
8372,-87.7093575,41.9992178,1,8085
8373,-87.6750894,42.0005342,1,6672
8374,-87.8048874,41.999538,3,20932
8375,-87.680563,41.8413013,2,4395
8376,-87.7146952,41.6856595,1,4281
8377,-87.7055203,41.6865182,1,7484
8378,-87.7030724,41.6865542,5,24724
8379,-87.7018634,41.6865784,2,13952
8380,-87.678786,41.6861314,3,20425
8381,-87.6809802,41.6860941,1,10930
8382,-87.6256535,41.6870988,3,19323
8383,-87.6277347,41.6870737,1,10931
8384,-87.6313506,41.6870363,7,28823
8385,-87.6325492,41.6870212,8,28886
8386,-87.6337723,41.6870057,1,18684
8387,-87.6349583,41.6869907,7,28374
8388,-87.6361659,41.6869754,2,21403
8389,-87.6385817,41.6869449,3,22613
8390,-87.6397909,41.6869296,4,24964
8391,-87.6422647,41.6868983,1,7660
8392,-87.6994033,41.6861516,2,3089
8393,-87.6809886,41.6863659,4,22243
8394,-87.6822517,41.6863451,3,17088
8395,-87.6834525,41.6863293,1,6140
8396,-87.6846816,41.686296,2,12626
8397,-87.6860815,41.6862914,1,7661
8398,-87.6871229,41.6862843,6,26118
8399,-87.6883343,41.6862629,5,22614
8400,-87.6895791,41.6862433,3,17089
8401,-87.6470358,41.6859192,1,8086
8402,-87.6458997,41.6857956,1,320
8403,-87.6241614,41.8949407,5,26727
8404,-87.8427505,41.9737725,2,10024
8405,-87.8427756,41.9751274,1,2518
8406,-87.6958154,41.9194646,1,321
8407,-87.696363,41.9189906,3,17921
8408,-87.673726,41.8640769,2,10932
8409,-87.6761843,41.8640295,3,17090
8410,-87.6810717,41.8639705,2,7662
8411,-87.6099842,41.7027969,1,7663
8412,-87.608495,41.7028245,2,8858
8413,-87.6075603,41.7028446,5,24725
8414,-87.6063204,41.7028641,1,3090
8415,-87.6038799,41.7029002,2,12627
8416,-87.6453172,41.6704815,3,21404
8417,-87.6478745,41.7576774,1,9201
8418,-87.647828,41.7560421,9,29584
8419,-87.6477247,41.7524119,3,19324
8420,-87.6476729,41.7505906,2,17922
8421,-87.6476681,41.7504259,1,322
8422,-87.6476263,41.7487657,3,19912
8423,-87.6475096,41.7451294,2,15136
8424,-87.6474953,41.7432991,10,29921
8425,-87.6474393,41.7414805,2,19325
8426,-87.6473609,41.7396553,1,7664
8427,-87.6472857,41.7369318,1,2519
8428,-87.647257,41.7360294,3,22980
8429,-87.6472384,41.7342011,1,5526
8430,-87.6499261,41.8647186,1,323
8431,-87.6487526,41.7924389,2,15137
8432,-87.6487062,41.7906232,1,13953
8433,-87.6486593,41.7887952,12,30554
8434,-87.6486225,41.7869881,1,10933
8435,-87.6485742,41.7851558,2,16161
8436,-87.6481817,41.7806481,3,22615
8437,-87.6493424,41.8307056,2,17091
8438,-87.6493156,41.8296735,1,7665
8439,-87.6492887,41.8286395,4,24214
8440,-87.6492791,41.8276022,5,24726
8441,-87.6492117,41.8255085,1,10934
8442,-87.6491851,41.8244749,2,15138
8443,-87.6469583,41.683603,1,2902
8444,-87.6456835,41.681402,3,16162
8445,-87.6455698,41.6777628,1,8087
8446,-87.646955,41.724907,1,6141
8447,-87.6468545,41.7214662,1,6948
8448,-87.6466557,41.7141625,11,30149
8449,-87.6465168,41.7087026,3,23929
8450,-87.6464097,41.7050708,2,10935
8451,-87.6463559,41.703244,9,29137
8452,-87.6463022,41.7014232,1,3091
8453,-87.6462485,41.6996,10,29705
8454,-87.6462253,41.6986813,3,20933
8455,-87.6461955,41.6977617,2,18685
8456,-87.6461079,41.6950597,4,25386
8457,-87.6458534,41.693395,2,13954
8458,-87.6499469,41.8580536,1,10936
8459,-87.6499271,41.8573559,2,17923
8460,-87.6499068,41.856679,5,24215
8461,-87.6498739,41.8552895,3,22981
8462,-87.645087,41.6631897,3,10025
8463,-87.6450094,41.6611105,5,22982
8464,-87.6449041,41.6584505,1,6949
8465,-87.6489466,41.7997298,1,6142
8466,-87.6488854,41.7977933,2,10937
8467,-87.6484233,41.7797129,5,27660
8468,-87.6484088,41.7790765,1,324
8469,-87.6483342,41.7760657,1,10938
8470,-87.6482879,41.774248,3,20426
8471,-87.6481458,41.7687902,7,28604
8472,-87.6481002,41.7669692,1,10939
8473,-87.6480548,41.7651573,21,31630
8474,-87.6480092,41.7633331,1,9585
8475,-87.6479637,41.7615186,6,27872
8476,-87.647918,41.7596943,2,17092
8477,-87.6478838,41.7583264,1,8088
8478,-87.6468283,41.7209585,1,325
8479,-87.6468044,41.7193004,2,10940
8480,-87.6467573,41.7175831,6,27229
8481,-87.6466951,41.7150812,1,6143
8482,-87.6448403,41.6932284,7,27344
8483,-87.6460398,41.6927723,1,326
8484,-87.6460293,41.6923142,4,25193
8485,-87.6459593,41.6904916,2,10026
8486,-87.6512257,41.7938435,1,8859
8487,-87.6511887,41.7924036,2,12628
8488,-87.6511329,41.7905895,3,22616
8489,-87.6510936,41.7887609,6,27555
8490,-87.6510484,41.7869521,4,24481
8491,-87.6509973,41.7851231,1,8860
8492,-87.6509195,41.7814664,1,12629
8493,-87.6508691,41.7796747,8,29009
8494,-87.6507748,41.7760348,4,25945
8495,-87.6507262,41.7742103,1,9586
8496,-87.6505684,41.7687555,2,17924
8497,-87.6505192,41.7669328,1,8861
8498,-87.6504691,41.7651158,9,29879
8499,-87.6504074,41.7632956,1,13955
8500,-87.6503718,41.7614842,3,24482
8501,-87.6503346,41.7596567,1,5527
8502,-87.6502845,41.7576464,1,5528
8503,-87.6502399,41.7560054,4,25194
8504,-87.6501414,41.7523779,1,7666
8505,-87.650096,41.75055,2,10941
8506,-87.6500597,41.748731,2,12630
8507,-87.6499675,41.7450945,3,24216
8508,-87.6499076,41.7432634,5,27345
8509,-87.6498624,41.7414512,1,15139
8510,-87.6498168,41.7396299,13,30706
8511,-87.6497073,41.7359904,4,25946
8512,-87.6496612,41.7341618,6,28216
8513,-87.6495488,41.7305126,3,22617
8514,-87.6494926,41.7286906,2,17093
8515,-87.6494434,41.7268704,1,8089
8516,-87.6522904,41.8352412,2,12631
8517,-87.6522077,41.8320379,1,327
8518,-87.6491036,41.7139806,2,16163
8519,-87.6489614,41.7086793,3,24965
8520,-87.6492284,41.7192638,1,6144
8521,-87.6491833,41.7175569,2,21816
8522,-87.6491607,41.7167045,1,3092
8523,-87.6491229,41.7149559,1,6950
8524,-87.6514645,41.8033354,1,9202
8525,-87.6514218,41.801505,2,17094
8526,-87.6513788,41.7996616,1,7667
8527,-87.6513369,41.7978626,11,30150
8528,-87.6512945,41.7960455,9,29585
8529,-87.6512522,41.7942298,1,6951
8530,-87.6483741,41.689445,2,9456
8531,-87.6483182,41.6876445,3,19326
8532,-87.6482642,41.6859034,4,21817
8533,-87.6482361,41.6849968,1,10942
8534,-87.6481773,41.6831785,3,17095
8535,-87.6534456,41.8598131,3,21405
8536,-87.653414,41.8588966,1,6952
8537,-87.653384,41.8580012,4,21818
8538,-87.6532107,41.8580038,1,10943
8539,-87.6531923,41.8573168,3,20934
8540,-87.6531741,41.8566351,10,29795
8541,-87.6531369,41.8552432,12,30555
8542,-87.6530998,41.853856,3,23298
8543,-87.6478068,41.6722723,1,6953
8544,-87.6477582,41.6704433,4,23930
8545,-87.6494137,41.9074541,2,10944
8546,-87.6509289,41.9070945,1,8549
8547,-87.6553017,41.9050579,1,6145
8548,-87.6563449,41.9045648,3,16164
8549,-87.6543159,41.9154501,2,12632
8550,-87.8048362,41.9700988,4,19913
8551,-87.804732,41.9763421,1,10945
8552,-87.8047205,41.9771207,3,19914
8553,-87.8047091,41.9778949,6,26977
8554,-87.804669,41.980619,5,24966
8555,-87.8046496,41.981933,1,3093
8556,-87.6712565,41.8923748,2,12633
8557,-87.6339035,41.7188687,1,8862
8558,-87.635875,41.718837,2,10946
8559,-87.6889549,41.7500737,1,6146
8560,-87.6889345,41.74911,1,7668
8561,-87.6889152,41.7481936,6,26840
8562,-87.688896,41.747285,1,2388
8563,-87.6888574,41.7454604,1,7669
8564,-87.6888381,41.744547,4,23631
8565,-87.6887996,41.7427237,8,29198
8566,-87.6921625,41.8645709,2,10027
8567,-87.6920363,41.8633666,3,16165
8568,-87.6920233,41.8627707,7,27346
8569,-87.692024,41.8617849,3,10028
8570,-87.6920245,41.8611052,2,8317
8571,-87.6900469,41.7901176,1,6147
8572,-87.6899966,41.788298,2,18686
8573,-87.689946,41.7864644,1,12634
8574,-87.6898958,41.7846502,8,28534
8575,-87.689795,41.7810011,2,18687
8576,-87.6897439,41.7791691,1,8090
8577,-87.6896388,41.7754866,4,25387
8578,-87.6895877,41.7736934,2,17096
8579,-87.6882914,41.7054171,2,17925
8580,-87.6882594,41.7045037,12,30242
8581,-87.6882278,41.7035979,2,10947
8582,-87.6881954,41.702672,3,18688
8583,-87.6881313,41.7008384,5,24727
8584,-87.6880995,41.6999296,2,10029
8585,-87.6880679,41.6990242,6,26290
8586,-87.6880323,41.7136133,1,10948
8587,-87.6880021,41.7127046,2,12635
8588,-87.6879414,41.7108818,2,13956
8589,-87.6878807,41.70906,2,15140
8590,-87.6878506,41.7081558,3,18689
8591,-87.6878202,41.7072419,2,16166
8592,-87.6903867,41.8028789,1,8091
8593,-87.6903384,41.8010532,6,26728
8594,-87.6902899,41.7992278,1,6148
8595,-87.6902416,41.7974063,8,28605
8596,-87.6901933,41.7955831,2,18690
8597,-87.6900892,41.7919354,1,6149
8598,-87.6894469,41.7682431,3,19327
8599,-87.6894002,41.7664269,1,15141
8600,-87.6893534,41.764603,6,27873
8601,-87.6893035,41.7627771,1,12636
8602,-87.6892596,41.7609605,8,28458
8603,-87.689215,41.7592219,3,20427
8604,-87.6908328,41.8219552,4,20428
8605,-87.6908143,41.8211387,1,6150
8606,-87.6907741,41.8196048,2,8318
8607,-87.6908153,41.8174215,1,6954
8608,-87.690751,41.8156089,2,15142
8609,-87.6906877,41.8137947,5,24967
8610,-87.690642,41.8119755,1,10949
8611,-87.6905873,41.8101359,3,23632
8612,-87.6875405,41.6990303,1,10950
8613,-87.6874905,41.69721,3,18691
8614,-87.6873692,41.6935577,2,13957
8615,-87.6873109,41.6917292,3,20935
8616,-87.6872557,41.6899138,10,29880
8617,-87.6871941,41.6880989,1,16167
8618,-87.6870593,41.6844509,1,9203
8619,-87.6058632,41.8214816,3,20429
8620,-87.6048211,41.819499,2,10951
8621,-87.6047328,41.8186624,1,6328
8622,-87.6046632,41.8179644,21,31631
8623,-87.6045308,41.8168379,2,12637
8624,-87.6044998,41.8150192,1,4396
8625,-87.6044459,41.8132091,5,26432
8626,-87.6044075,41.8113861,1,2389
8627,-87.6043826,41.8095624,7,27556
8628,-87.604341,41.8077514,1,4397
8629,-87.6042563,41.8041141,1,10952
8630,-87.6037722,41.8041088,1,3094
8631,-87.6038393,41.807732,1,8863
8632,-87.6038902,41.8095699,5,25605
8633,-87.6039233,41.8113859,1,10953
8634,-87.6039622,41.813215,12,30501
8635,-87.6040549,41.8168443,3,21406
8636,-87.6041846,41.817971,5,26291
8637,-87.6053339,41.8214642,4,23299
8638,-87.7914613,41.9909299,6,24968
8639,-87.7934184,41.9920204,2,17926
8640,-87.7953762,41.9931113,1,12638
8641,-87.7633356,41.8872744,3,22244
8642,-87.7651067,41.8872065,16,31212
8643,-87.7676623,41.8871713,3,22618
8644,-87.7683894,41.8871613,1,9204
8645,-87.7720209,41.8871112,6,27107
8646,-87.7734522,41.8870982,2,17097
8647,-87.6081573,41.723851,4,21407
8648,-87.6069274,41.7232866,1,13958
8649,-87.6044919,41.7225638,1,16168
8650,-87.6142804,41.7269328,1,6151
8651,-87.616726,41.7279663,1,2520
8652,-87.6290395,41.8395091,2,10954
8653,-87.6294418,41.8395036,1,328
8654,-87.7036537,41.839081,1,3095
8655,-87.7060953,41.8390401,1,6955
8656,-87.7073109,41.8390182,2,15143
8657,-87.7085496,41.8389929,3,21408
8658,-87.7097491,41.8389764,1,10955
8659,-87.7109681,41.8389545,6,27347
8660,-87.7134192,41.8389092,1,8864
8661,-87.7146512,41.838889,12,30341
8662,-87.717084,41.8388473,2,18692
8663,-87.7183187,41.8388294,1,6152
8664,-87.7195108,41.8388107,4,23633
8665,-87.7207407,41.8387934,17,31271
8666,-87.721964,41.8387713,1,13959
8667,-87.7231819,41.8387522,5,25768
8668,-87.7243952,41.8387255,1,15144
8669,-87.7256201,41.838709,2,21819
8670,-87.726832,41.8386975,4,24217
8671,-87.7280363,41.8386895,1,8092
8672,-87.7292558,41.8386706,12,30368
8673,-87.7304731,41.8386655,2,21820
8674,-87.7316881,41.8386425,1,12639
8675,-87.7329076,41.8386245,8,28130
8676,-87.7353324,41.8386006,5,22983
8677,-87.7365433,41.8385809,4,19328
8678,-87.7380477,41.8385406,1,329
8679,-87.6372787,41.8399769,1,330
8680,-87.6377921,41.8399707,2,10956
8681,-87.6390338,41.8399558,1,10030
8682,-87.6402486,41.8399412,3,19329
8683,-87.6426777,41.8399122,1,10957
8684,-87.6438905,41.8398976,3,17927
8685,-87.6329252,41.8397036,2,13960
8686,-87.6364074,41.8396498,1,2521
8687,-87.7756182,41.8727565,1,331
8688,-87.7755211,41.8704957,1,332
8689,-87.6342916,41.8989872,1,6153
8690,-87.6372697,41.8989453,8,28947
8691,-87.6387541,41.8989244,1,6154
8692,-87.6406582,41.8991903,4,23931
8693,-87.6412425,41.8991773,3,16169
8694,-87.6418572,41.8991637,2,13961
8695,-87.707675,41.8918965,3,17928
8696,-87.707721,41.8937099,1,10958
8697,-87.7077606,41.8955462,4,22245
8698,-87.7093577,41.957549,1,6155
8699,-87.709415,41.9593564,2,13962
8700,-87.7095288,41.962996,1,10959
8701,-87.7095703,41.9647026,8,28754
8702,-87.7088484,41.9311313,2,19330
8703,-87.7086589,41.9320304,1,10960
8704,-87.7087105,41.9338787,8,28606
8705,-87.7088118,41.9375044,1,7670
8706,-87.7099398,41.9775631,2,16170
8707,-87.7100401,41.981231,3,18693
8708,-87.7084956,41.911926,4,22246
8709,-87.7085349,41.9136549,3,18694
8710,-87.7086181,41.9155597,8,28675
8711,-87.7086661,41.9173811,2,17929
8712,-87.7090971,41.9484406,3,22247
8713,-87.7091466,41.9502694,1,17098
8714,-87.7091958,41.9520911,2,18695
8715,-87.7092927,41.9557248,1,6156
8716,-87.7096464,41.9666282,1,8550
8717,-87.7097495,41.970263,3,23932
8718,-87.7089238,41.9173782,4,20936
8719,-87.7089882,41.9192009,5,24728
8720,-87.7090398,41.9210449,13,30746
8721,-87.7094059,41.9283428,11,30212
8722,-87.6246522,41.8165182,2,20937
8723,-87.6197955,41.8165941,1,15145
8724,-87.616522,41.8166453,3,17930
8725,-87.6152733,41.8166661,2,10961
8726,-87.6140889,41.8166859,4,23634
8727,-87.6128659,41.8167063,1,5529
8728,-87.6104132,41.8167472,2,12640
8729,-87.6091837,41.8167677,6,26841
8730,-87.6067122,41.8168089,5,26582
8731,-87.6018573,41.8168736,1,10962
8732,-87.6006351,41.8168898,8,28217
8733,-87.5994213,41.816906,2,16171
8734,-87.5988844,41.8169131,3,19331
8735,-87.6156599,41.8411418,1,2522
8736,-87.6145817,41.8411487,3,15146
8737,-87.6535966,41.8962913,3,22619
8738,-87.6623946,41.8961463,9,29354
8739,-87.6758262,41.8959317,2,17931
8740,-87.677057,41.8959121,15,31104
8741,-87.6794876,41.8958698,1,12641
8742,-87.6819435,41.8958369,7,27874
8743,-87.6868353,41.8957505,1,13963
8744,-87.6917615,41.8957057,7,27961
8745,-87.6942314,41.8956835,6,27108
8746,-87.6966994,41.8956607,10,29922
8747,-87.6979525,41.8956455,1,6673
8748,-87.6991682,41.8956308,3,18696
8749,-87.6998994,41.8956248,23,31761
8750,-87.7024626,41.8955923,2,15147
8751,-87.7038062,41.8955794,1,6956
8752,-87.7048866,41.8955712,4,22984
8753,-87.7065414,41.8955597,10,29706
8754,-87.708857,41.8955341,2,18697
8755,-87.7099014,41.8955226,2,10963
8756,-87.7102245,41.8955191,1,8093
8757,-87.7126657,41.8954931,3,22620
8758,-87.713882,41.8954812,16,31193
8759,-87.7163156,41.8954621,2,17932
8760,-87.7175358,41.8954524,1,9587
8761,-87.7187568,41.8954414,5,25947
8762,-87.7212181,41.8954204,1,15148
8763,-87.7224238,41.8954097,4,24483
8764,-87.7236351,41.8953976,3,20430
8765,-87.7248571,41.8953853,12,30342
8766,-87.7260806,41.8953697,9,29667
8767,-87.7273128,41.8953498,1,5530
8768,-87.7285427,41.8953263,2,17933
8769,-87.7297788,41.8953026,3,20431
8770,-87.731014,41.895279,1,9205
8771,-87.7322376,41.8952557,5,24218
8772,-87.7334698,41.8952321,2,10964
8773,-87.7347115,41.8952084,3,20938
8774,-87.7359368,41.8951848,1,12642
8775,-87.7384142,41.8951407,10,29796
8776,-87.7396575,41.895119,2,13964
8777,-87.7413885,41.8950626,1,7671
8778,-87.7435303,41.8950483,1,17099
8779,-87.748262,41.8949899,3,19915
8780,-87.7519121,41.8949646,1,3096
8781,-87.7531585,41.8949595,16,31205
8782,-87.7543802,41.8949511,1,15149
8783,-87.7555934,41.894941,2,22621
8784,-87.7593312,41.8948996,21,31599
8785,-87.7606419,41.8948897,6,27230
8786,-87.7621299,41.8948786,1,13965
